"k","variable","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
210,"mu_eta","eta",-0.172,-0.170930035963043,-0.17041845,-0.2645866395,-0.0773392864000001,0.00106996403695667,0.00106996403695667,TRUE,1.00037832635368,5556.11606456352,7369.54419785386
211,"mu_alpha","alpha",1.62,1.636373175455,1.6302379,1.312610715,1.976673925,0.0163731754549998,0.0163731754549998,TRUE,1.00052174550544,4596.9049534232,6871.2351550194
211,"mu_beta","beta",0.553,0.545840800510833,0.54512288,0.460928407,0.6337789455,-0.00715919948916677,0.00715919948916677,TRUE,1.00046423174287,7331.11980022227,8665.42298203976
211,"mu_lambda","lambda",0.115,0.0799111996260833,0.079881172,0.0544257564,0.1056417065,-0.0350888003739167,0.0350888003739167,FALSE,1.00002142021952,9515.06124039925,8621.8542007502
211,"mu_delta","delta",0.988,1.07280573736667,1.0653175,0.9558778375,1.215136355,0.0848057373666666,0.0848057373666666,TRUE,1.00219987926107,2931.72020524122,1867.3796148371
211,"mu_eta","eta",-0.172,-0.111404804690302,-0.11187419,-0.2201765185,0.000408522826499933,0.0605951953096982,0.0605951953096982,TRUE,1.00090415747667,5614.27737122656,7409.79869389982
212,"mu_alpha","alpha",2.9,3.03781816621667,3.0341925,2.728835315,3.36566392,0.137818166216667,0.137818166216667,TRUE,1.00035218091186,6333.56937968136,7643.67311004526
212,"mu_beta","beta",0.553,0.599963372748333,0.598659065,0.513769429,0.6897327935,0.0469633727483333,0.0469633727483333,TRUE,1.00041139682916,6163.27191856931,7648.22279082968
212,"mu_lambda","lambda",0.115,0.1669721175675,0.16616932,0.1284045495,0.2089259705,0.0519721175675,0.0519721175675,FALSE,1.00130956311976,2665.88929989891,5308.0677007478
212,"mu_delta","delta",0.988,0.87485689289,0.881983885,0.6893246425,1.0360881,-0.11314310711,0.11314310711,TRUE,1.00019957372673,4360.08369491345,4574.08192485512
212,"mu_eta","eta",-0.172,-0.370336656179417,-0.370776625,-0.462222043,-0.27692125,-0.198336656179417,0.198336656179417,FALSE,1.00011280100356,4361.90276851226,6454.112874962
213,"mu_alpha","alpha",4.21,3.7508353816,3.74306635,3.395631925,4.133419485,-0.4591646184,0.4591646184,FALSE,0.999996259895208,7696.42138445733,7890.99077817401
213,"mu_beta","beta",0.553,0.618697848639167,0.618086905,0.515741364,0.724508787,0.0656978486391666,0.0656978486391666,TRUE,1.00078758551103,5947.65744973629,7877.63124125437
213,"mu_lambda","lambda",0.115,0.128486203004583,0.12805103,0.101192432,0.1573171995,0.0134862030045833,0.0134862030045833,TRUE,1.00032164860425,4843.18209172656,7167.67105356501
213,"mu_delta","delta",0.988,0.7912410760825,0.79110609,0.5786854385,1.00251995,-0.1967589239175,0.1967589239175,TRUE,1.0008058831292,3264.95915760614,6780.04912248387
213,"mu_eta","eta",-0.172,-0.245168393031475,-0.24512175,-0.3373093915,-0.154726716,-0.073168393031475,0.073168393031475,TRUE,1.00053765631545,4478.0818942005,6234.04638137886
214,"mu_alpha","alpha",1.62,1.58181490019083,1.5780271,1.274163935,1.89829298,-0.0381850998091668,0.0381850998091668,TRUE,0.999974560211187,5383.28006403771,7249.38744205621
214,"mu_beta","beta",0.808,0.802559745974167,0.80261493,0.7094541965,0.8966809645,-0.00544025402583337,0.00544025402583337,TRUE,1.0000383995326,7664.85069442974,8017.03571510656
214,"mu_lambda","lambda",0.115,0.119524024968083,0.118820585,0.08764430825,0.153647473,0.00452402496808332,0.00452402496808332,TRUE,1.00010044322255,5721.93101128401,6857.94566011607
214,"mu_delta","delta",0.988,1.06685288952833,1.06059365,0.9407685355,1.216383995,0.0788528895283334,0.0788528895283334,TRUE,1.00448693394063,2456.94455621409,4949.73874959228
214,"mu_eta","eta",-0.172,-0.18875006831002,-0.189254355,-0.31330716,-0.06119577155,-0.0167500683100197,0.0167500683100197,TRUE,1.00309232207025,3292.07452428728,5411.52806075784
215,"mu_alpha","alpha",2.9,3.00010816693333,2.9988574,2.65598952,3.35387092,0.100108166933333,0.100108166933333,TRUE,1.0000176623234,5128.39611445436,7398.17253968465
215,"mu_beta","beta",0.808,0.792843899334167,0.79107233,0.7038120905,0.88902806,-0.0151561006658334,0.0151561006658334,TRUE,1.00188417459421,5666.70683559409,6617.99398242972
215,"mu_lambda","lambda",0.115,0.103139258902417,0.10231788,0.07050466955,0.137941015,-0.0118607410975833,0.0118607410975833,TRUE,1.00154729575242,2841.96023615837,4694.02624635622
215,"mu_delta","delta",0.988,0.857341750655833,0.871230045,0.739210437,0.925836435,-0.130658249344167,0.130658249344167,FALSE,1.00147118546168,2718.93072414202,2678.85716809894
215,"mu_eta","eta",-0.172,-0.10857871919985,-0.109138875,-0.1886415865,-0.0256994741000001,0.0634212808001502,0.0634212808001502,TRUE,1.00045054975625,3564.23296455111,5176.99712343344
216,"mu_alpha","alpha",4.21,4.33243543138333,4.3272446,4.049506725,4.6416207,0.122435431383334,0.122435431383334,TRUE,0.999928775142821,12134.825438691,6967.04812833423
216,"mu_beta","beta",0.808,0.846848439204167,0.84532995,0.7355992345,0.962723431,0.0388484392041666,0.0388484392041666,TRUE,1.00014367607383,5863.59612171137,7446.50129848383
216,"mu_lambda","lambda",0.115,0.141846644261583,0.141620055,0.113242842,0.1710026875,0.0268466442615833,0.0268466442615833,TRUE,1.00068429641316,2884.12423341409,5100.67798499408
216,"mu_delta","delta",0.988,0.9927888056025,0.989450435,0.82665287,1.171513795,0.00478880560250006,0.00478880560250006,TRUE,1.00038207357988,3178.97643222653,4996.11864061675
216,"mu_eta","eta",-0.172,-0.143940488565235,-0.14377991,-0.2435787575,-0.04475318805,0.028059511434765,0.028059511434765,TRUE,1.00166582070692,3559.64006940465,6014.60719670979
217,"mu_alpha","alpha",1.62,1.52114041436833,1.51635325,1.24894003,1.807124915,-0.0988595856316667,0.0988595856316667,TRUE,1.0001006896461,3249.26200877149,5803.6595413327
217,"mu_beta","beta",0.284,0.312624381173333,0.312198745,0.246424215,0.3801801515,0.0286243811733334,0.0286243811733334,TRUE,1.00062695082837,4960.751640161,6971.79515130804
217,"mu_lambda","lambda",0.0517,0.0340170949207117,0.0330355085,0.00963818753,0.06148049205,-0.0176829050792883,0.0176829050792883,TRUE,1.0003182445505,7534.91438348551,5827.73621546444
217,"mu_delta","delta",1.12,1.08596059220583,1.07871195,0.8884243205,1.30332965,-0.0340394077941668,0.0340394077941668,TRUE,1.00235659065054,3110.67143806759,4973.10648436582
217,"mu_eta","eta",-0.172,-0.202898690526922,-0.203667985,-0.325620598,-0.0761528455,-0.0308986905269225,0.0308986905269225,TRUE,1.00010717567868,4098.42390202557,6104.01031035611
218,"mu_alpha","alpha",2.9,2.90456807165833,2.89672255,2.51669553,3.31638068,0.00456807165833339,0.00456807165833339,TRUE,1.0008771057661,3318.03859643964,4928.35905277053
218,"mu_beta","beta",0.284,0.316990216284917,0.31670289,0.21912586,0.4168604885,0.0329902162849167,0.0329902162849167,TRUE,1.00149019032045,3260.78036894514,5670.85096369019
218,"mu_lambda","lambda",0.0517,0.0397638322313517,0.03979992,0.0196165401,0.05998913725,-0.0119361677686483,0.0119361677686483,TRUE,1.00027048021958,6998.51503355215,6306.82372855979
218,"mu_delta","delta",1.12,1.05508884053333,1.0511485,0.8920043965,1.23439202,-0.0649111594666667,0.0649111594666667,TRUE,1.00152009189003,2649.07791408429,4038.02752202229
218,"mu_eta","eta",-0.172,-0.0390973785042179,-0.0379560635,-0.1671240195,0.08505224915,0.132902621495782,0.132902621495782,FALSE,1.00079208395973,2964.70785784964,5339.96747727696
219,"mu_alpha","alpha",4.21,3.85711715415,3.8534447,3.61833122,4.10586394,-0.35288284585,0.35288284585,FALSE,1.00147643081972,12976.7272822526,8513.78786339389
219,"mu_beta","beta",0.284,0.274512247626917,0.27399892,0.2001756225,0.350544295,-0.0094877523730833,0.0094877523730833,TRUE,1.00029167544402,6813.31728319521,7684.88638052754
219,"mu_lambda","lambda",0.0517,0.05834574653625,0.0580759415,0.0388072691,0.0780545235,0.00664574653625,0.00664574653625,TRUE,0.999895168883954,6796.99412529791,6848.62500093539
219,"mu_delta","delta",1.12,0.934311361096667,0.924091125,0.770286961,1.131079645,-0.185688638903333,0.185688638903333,TRUE,1.02236102922546,180.999948571582,1208.88058235062
219,"mu_eta","eta",-0.172,-0.2047591062144,-0.203718655,-0.331114878,-0.07915466245,-0.0327591062144,0.0327591062144,TRUE,1.03293808961662,107.99365939887,2268.89952598607
