"k","variable","subject","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
7,"params[4,4]",4,"delta",1.23071951562179,0.987841415470803,0.956285415,0.5985804555,1.456942165,-0.24287810015099,0.24287810015099,TRUE,1.00075081282625,6839.63037735522,6610.7302196667
7,"params[5,4]",5,"delta",1.44412292970244,1.08485296637575,1.05481115,0.764936613,1.495785115,-0.359269963326685,0.359269963326685,TRUE,1.0011127244698,5107.37113967255,7711.12949181077
7,"params[6,4]",6,"delta",1.17687190817693,1.0626085378545,1.00082235,0.7023342375,1.60482523,-0.114263370322425,0.114263370322425,TRUE,1.00131847798322,4038.25031027108,6186.78236028612
7,"params[7,4]",7,"delta",0.745359470802071,0.858446706673721,0.8801996,0.4893459305,1.14402774,0.11308723587165,0.11308723587165,TRUE,1.00148524038503,12043.0089018436,8684.00263363299
7,"params[8,4]",8,"delta",0.638912732104446,0.989820389469233,0.94335722,0.5512135225,1.53914512,0.350907657364788,0.350907657364788,TRUE,1.00111080416561,5242.07501777387,5110.79828517997
7,"params[9,4]",9,"delta",1.0158216866273,0.88354085368405,0.894008585,0.4779778815,1.2549421,-0.132280832943247,0.132280832943247,TRUE,1.00057231604108,7881.32412016311,7239.89549843164
7,"params[10,4]",10,"delta",0.763369748554886,0.75973270024775,0.77323402,0.5506498115,0.9041931225,-0.00363704830713618,0.00363704830713618,TRUE,1.00046749750376,9277.60619288606,5101.52093121156
7,"params[11,4]",11,"delta",0.842752261243572,1.00684849348933,0.990781445,0.6159641305,1.42667487,0.164096232245753,0.164096232245753,TRUE,1.00069645609975,5902.3211411791,7189.81597161469
7,"params[12,4]",12,"delta",0.310591693685397,1.05810551253033,1.1036778,0.602975016,1.525044855,0.747513818844936,0.747513818844936,FALSE,1.00142874850127,2386.64891273617,5299.84371491712
7,"params[13,4]",13,"delta",0.553164305902573,0.969161928151083,0.96328096,0.5665025085,1.429532375,0.41599762224851,0.41599762224851,FALSE,1.0005321802642,4434.09481019145,3830.69242640391
7,"params[14,4]",14,"delta",1.16790750010357,0.962948788184333,0.91382222,0.518838078,1.629417375,-0.204958711919234,0.204958711919234,TRUE,1.00171592562094,5273.73034880164,3823.99547003394
7,"params[15,4]",15,"delta",0.591644441414233,0.914707366451767,0.86318433,0.590554972,1.417008015,0.323062925037534,0.323062925037534,TRUE,1.00039384336446,5957.37748172011,4900.19424213552
7,"params[16,4]",16,"delta",1.39168331300298,0.994266494386092,0.96801664,0.6200927465,1.442836615,-0.39741681861689,0.39741681861689,TRUE,1.0002854962923,5917.28735106892,7139.97839656623
7,"params[17,4]",17,"delta",0.964815317308146,1.02919051747508,1.0291426,0.6364086465,1.453357175,0.0643752001669389,0.0643752001669389,TRUE,1.00063558171202,5403.97549941765,6433.58861147629
7,"params[18,4]",18,"delta",1.0262825665647,1.1081757204,1.03915415,0.905800952,1.60903148,0.0818931538353025,0.0818931538353025,TRUE,1.00222054013931,3088.08815555372,3825.27687287576
7,"params[19,4]",19,"delta",0.783425358049215,1.00556980511667,0.940078635,0.8082106045,1.438123435,0.222144447067452,0.222144447067452,FALSE,1.00153058028132,5358.81963610417,4639.79418108951
7,"params[20,4]",20,"delta",1.19640300357107,0.80225286147535,0.79645047,0.427204305,1.192985535,-0.394150142095719,0.394150142095719,FALSE,1.00041260015366,9457.82164743561,6462.45748190448
7,"params[21,4]",21,"delta",1.13024006069142,1.04623206543133,0.997647945,0.589876605,1.601437275,-0.0840079952600903,0.0840079952600903,TRUE,1.00040306397745,4157.39548947145,6847.60492776681
