"participant","parameter","mean","median","sd","q2.5","q97.5","rhat","ess_bulk","ess_tail","model"
3,"eta",-0.322288829861375,-0.31304296,0.106237370602347,-0.54979447975,-0.14424992225,1.00164764200801,1477.11490912178,2718.08204127788,"log_boost_model_unaware"
4,"alpha",1.5246331973591,1.5162609,0.414137596652053,0.74430350175,2.38404103,1.00102961270525,5288.62355507314,3428.5737624506,"log_boost_model_unaware"
4,"beta",0.74334898187,0.73546408,0.168262206947058,0.4396118335,1.105488775,1.00144128841888,5434.08411331737,3034.53690971868,"log_boost_model_unaware"
4,"lambda",0.174138255053,0.17207795,0.0505704469638795,0.0799883238,0.2784169625,1.00040837068978,4336.17799034875,2618.09200650212,"log_boost_model_unaware"
4,"delta",0.349024375059313,0.34406796,0.219214173894697,0.0023398931625,0.770492036,1.00157432549198,3470.56463329284,2085.01774883432,"log_boost_model_unaware"
4,"eta",-0.215006914385322,-0.21389608,0.0930169492991619,-0.4072707985,-0.0278405478,1.00164688557441,5055.66291145059,3253.71280466237,"log_boost_model_unaware"
5,"alpha",3.082842502085,3.04225545,0.693567591647751,1.8480720675,4.569336045,1.00069944184178,4723.81503877066,2406.67340787626,"log_boost_model_unaware"
5,"beta",1.84573580642,1.8180426,0.326868439569556,1.274408505,2.569305965,1.0006804307088,4730.37463841717,2917.57222333591,"log_boost_model_unaware"
5,"lambda",0.0315056146351022,0.030060409,0.0164792125960919,0.0047402716075,0.067614867075,1.0012150116529,4570.47200430923,2319.18578936458,"log_boost_model_unaware"
5,"delta",0.588150801038532,0.619281965,0.346746337896506,0.00389657528,1.237376575,1.00055670585104,3131.43441509965,2638.86676615337,"log_boost_model_unaware"
5,"eta",-0.1906112664901,-0.191278745,0.0607911312439552,-0.31043591875,-0.071500879825,0.999544934612887,3754.82495225943,3250.11853239086,"log_boost_model_unaware"
6,"alpha",2.318457869875,2.2910093,0.59217329077871,1.2370872175,3.5468087225,1.00058927380549,5099.64773023965,3232.17326533385,"log_boost_model_unaware"
6,"beta",1.4674189112525,1.45744285,0.238609628437408,1.01536479,1.94977439,1.00073247104798,4784.12838762221,2800.28217560777,"log_boost_model_unaware"
6,"lambda",0.15936929778225,0.159553365,0.0347609156242013,0.090723098475,0.22612116675,1.00106463725095,4035.2914219213,2732.88916191713,"log_boost_model_unaware"
6,"delta",0.538633088305265,0.4637536,0.433941141634434,0.0015836353875,1.61393334,1.0005558002429,2879.74794456157,1974.89430645884,"log_boost_model_unaware"
6,"eta",-0.298178200034125,-0.29308816,0.0785844827909878,-0.46210662625,-0.1623521975,1.00033997344421,2335.7506718107,3457.29563831154,"log_boost_model_unaware"
7,"alpha",5.081270763175,5.1667158,0.66549739839992,3.6810905525,5.9964433025,1.0006636321934,3740.66677965169,2352.72092005213,"log_boost_model_unaware"
7,"beta",0.263360304966902,0.262038695,0.158918721598504,-0.036590343475,0.581817413,1.00044723158223,5490.34078565857,2997.01959253702,"log_boost_model_unaware"
7,"lambda",0.095812586798255,0.0958458415,0.0308930564843992,0.037213956825,0.158593951,1.00361930567219,4099.41151401734,2273.04767985083,"log_boost_model_unaware"
7,"delta",0.394271470568639,0.36883413,0.287751041260495,0.000949785669750001,1.0159117125,1.00039315892749,3231.43720278828,2057.33037000371,"log_boost_model_unaware"
7,"eta",-0.18750644694625,-0.190355385,0.0835934834946982,-0.352682517,-0.00794339371749994,1.00155770002311,4489.85965969439,2833.07875981043,"log_boost_model_unaware"
8,"alpha",5.05649113995,5.1515395,0.690683144789339,3.55581403,5.9955183775,1.00106768271659,3306.13813790823,2259.06829301829,"log_boost_model_unaware"
8,"beta",0.622097767377675,0.613071025,0.197440450333709,0.261207148,1.0293934675,1.00101102066049,5650.80676121292,2719.06799446297,"log_boost_model_unaware"
8,"lambda",0.167116282701,0.166438085,0.0386616692043545,0.091380578575,0.24428421125,1.00130416759753,4001.82296556697,2614.9513282197,"log_boost_model_unaware"
8,"delta",1.0057741163028,1.0531529,0.583272774743197,0.00701097126,1.9689887725,1.00126012582512,2362.61717233059,2461.54955438563,"log_boost_model_unaware"
8,"eta",-0.28017509252125,-0.27592121,0.088582362733967,-0.461972097,-0.108125217,1.0025050175781,1918.47112380715,2562.24896668008,"log_boost_model_unaware"
9,"alpha",5.093078975775,5.16895505,0.669508004725582,3.6594100225,5.9978444825,1.00104611356666,3398.27725998472,2749.05777630848,"log_boost_model_unaware"
9,"beta",0.104672783477104,0.101927145,0.148982962070104,-0.18345570825,0.40018274325,1.00066652394729,6600.59563665654,3548.75133907951,"log_boost_model_unaware"
