"k","variable","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
206,"mu_beta","beta",0.608,0.538075227455833,0.53641505,0.443914153,0.638259232,-0.0699247725441666,0.0699247725441666,TRUE,1.00052406117212,5896.99835743689,8063.90617641468
206,"mu_lambda","lambda",0.0431,0.0495242229062,0.0490668955,0.0288805508,0.07143762,0.0064242229062,0.0064242229062,TRUE,1.00049920251694,6036.31589742868,7389.57900517343
206,"mu_delta","delta",1.45,1.44616146316667,1.44204655,1.31126561,1.5999387,-0.00383853683333335,0.00383853683333335,TRUE,1.0021227386454,3219.09623707623,5151.8675018839
206,"mu_eta","eta",0.278,0.245828111432308,0.244661265,0.135915273,0.360299813,-0.0321718885676917,0.0321718885676917,TRUE,1.00007805440686,5226.50264824992,6540.8752743134
207,"mu_alpha","alpha",5.25,5.10064088495,5.0923494,4.768143795,5.461485305,-0.14935911505,0.14935911505,TRUE,1.00008842854689,10049.3841183628,6479.45663543121
207,"mu_beta","beta",0.608,0.588408539289167,0.587181855,0.4853991885,0.6958740925,-0.0195914607108333,0.0195914607108333,TRUE,1.00047030315112,5388.81746219317,7280.88842770971
207,"mu_lambda","lambda",0.0431,0.0471769878512167,0.0466348585,0.0262348796,0.07011549045,0.00407698785121666,0.00407698785121666,TRUE,1.00061467980208,4132.36096427383,6322.93230642754
207,"mu_delta","delta",1.45,1.39283967665833,1.38897435,1.270071005,1.52622225,-0.0571603233416667,0.0571603233416667,TRUE,1.00142483471966,1651.63765503363,3453.77097065297
207,"mu_eta","eta",0.278,0.339609034069133,0.33654439,0.1964320245,0.488206203,0.0616090340691333,0.0616090340691333,TRUE,1.00024310671637,3035.05656678682,4193.70497665719
208,"mu_alpha","alpha",2.95,2.84289229915833,2.83793545,2.58724654,3.117289295,-0.107107700841667,0.107107700841667,TRUE,0.999961719805308,6873.59515788138,7050.82390904227
208,"mu_beta","beta",0.204,0.174640913360614,0.173726865,0.06854840615,0.282328941,-0.0293590866393858,0.0293590866393858,TRUE,1.00097282535208,3308.30294382099,5137.67296327481
208,"mu_lambda","lambda",0.0701,0.0830598462004167,0.0829117355,0.05946685255,0.1066164555,0.0129598462004167,0.0129598462004167,TRUE,1.00000217938486,7615.8311885394,7587.06926169284
208,"mu_delta","delta",1.45,1.4420802181,1.43867415,1.32576151,1.5676402,-0.00791978189999987,0.00791978189999987,TRUE,1.05756678960008,47.0165691661074,1543.76546169287
208,"mu_eta","eta",0.278,0.334630624478599,0.33677381,0.1474540395,0.511185447,0.0566306244785991,0.0566306244785991,TRUE,1.05148194150171,57.0493697536021,70.6513605730254
209,"mu_alpha","alpha",4.12,4.14305605876667,4.1329025,3.78080702,4.54494101,0.0230560587666666,0.0230560587666666,TRUE,1.01399643556483,365.190379928097,7062.48878417963
209,"mu_beta","beta",0.204,0.164253910713418,0.16296701,0.0663827967,0.266266021,-0.0397460892865817,0.0397460892865817,TRUE,1.00189994987948,3774.25417728434,6682.05371950022
209,"mu_lambda","lambda",0.0701,0.0484433092497833,0.0482424335,0.0261933519,0.07206605815,-0.0216566907502167,0.0216566907502167,TRUE,1.00040404602969,6354.90280650721,6694.88480455813
209,"mu_delta","delta",1.45,1.48691149525833,1.4854147,1.371479425,1.603427445,0.0369114952583334,0.0369114952583334,TRUE,1.07367455364792,34.9897974828496,100.779746141482
209,"mu_eta","eta",0.278,0.162556198357958,0.18033893,-0.0894299664,0.3569430865,-0.115443801642043,0.115443801642043,TRUE,1.22430142329032,12.9172931390563,75.7272243727025
